episode,training_reward
2141,0.0
2142,0.0
2143,0.0
2144,0.0
2145,0.0
2146,1.0
2147,2.0
2148,0.0
2149,0.0
2150,0.0
2151,1.0
2152,0.0
2153,3.0
2154,0.0
2155,0.0
2156,0.0
2157,1.0
2158,0.0
2159,0.0
2160,1.0
2161,2.0
2162,0.0
2163,1.0
2164,0.0
2165,0.0
2166,1.0
2167,0.0
2168,0.0
2169,1.0
2170,1.0
2171,0.0
2172,1.0
2173,0.0
2174,0.0
2175,0.0
2176,1.0
2177,1.0
2178,1.0
2179,0.0
2180,0.0
2181,1.0
2182,0.0
2183,1.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,2.0
2191,2.0
2192,1.0
2193,1.0
2194,0.0
2195,0.0
2196,0.0
2197,1.0
2198,0.0
2199,1.0
2200,2.0
2201,2.0
2202,3.0
2203,0.0
2204,0.0
2205,0.0
2206,1.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,1.0
2214,1.0
2215,0.0
2216,0.0
2217,0.0
2218,0.0
2219,0.0
2220,0.0
2221,2.0
2222,0.0
2223,1.0
2224,2.0
2225,1.0
2226,1.0
2227,0.0
2228,0.0
2229,0.0
2230,1.0
2231,1.0
2232,0.0
2233,0.0
2234,0.0
2235,1.0
2236,1.0
2237,0.0
2238,0.0
2239,0.0
2240,1.0
2241,1.0
2242,1.0
2243,0.0
2244,1.0
2245,0.0
2246,0.0
2247,0.0
2248,0.0
2249,0.0
2250,2.0
2251,1.0
2252,0.0
2253,1.0
2254,2.0
2255,1.0
2256,0.0
2257,0.0
2258,0.0
2259,2.0
2260,0.0
2261,0.0
2262,1.0
2263,1.0
2264,0.0
2265,0.0
2266,0.0
2267,3.0
2268,0.0
2269,0.0
2270,1.0
2271,3.0
2272,0.0
2273,1.0
2274,0.0
2275,1.0
2276,0.0
2277,0.0
2278,0.0
2279,1.0
2280,1.0
2281,1.0
2282,0.0
2283,0.0
2284,3.0
2285,0.0
2286,1.0
2287,1.0
2288,0.0
2289,0.0
2290,0.0
2291,0.0
2292,1.0
2293,1.0
2294,1.0
2295,0.0
2296,1.0
2297,0.0
2298,3.0
2299,1.0
2300,3.0
2301,0.0
2302,2.0
2303,2.0
2304,1.0
2305,0.0
2306,1.0
2307,1.0
2308,0.0
2309,0.0
2310,1.0
2311,1.0
2312,0.0
2313,2.0
2314,1.0
2315,2.0
2316,0.0
2317,2.0
2318,1.0
2319,1.0
2320,0.0
2321,0.0
2322,1.0
2323,0.0
2324,1.0
2325,0.0
2326,1.0
2327,0.0
2328,1.0
2329,0.0
2330,0.0
2331,1.0
2332,0.0
2333,0.0
2334,0.0
2335,1.0
2336,2.0
2337,0.0
2338,0.0
2339,0.0
2340,1.0
2341,2.0
2342,1.0
2343,1.0
2344,0.0
2345,0.0
2346,1.0
2347,0.0
2348,0.0
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,0.0
2354,1.0
2355,0.0
2356,0.0
2357,1.0
2358,2.0
2359,1.0
2360,0.0
2361,0.0
2362,0.0
2363,0.0
2364,0.0
2365,1.0
2366,0.0
2367,1.0
2368,0.0
2369,0.0
2370,0.0
2371,0.0
2372,4.0
2373,0.0
2374,0.0
2375,1.0
2376,0.0
2377,1.0
2378,1.0
2379,1.0
2380,2.0
2381,0.0
2382,1.0
2383,1.0
2384,1.0
2385,0.0
2386,0.0
2387,0.0
2388,0.0
2389,1.0
2390,0.0
2391,3.0
2392,0.0
2393,0.0
2394,0.0
2395,0.0
2396,0.0
2397,0.0
2398,1.0
2399,0.0
2400,0.0
2401,0.0
2402,0.0
2403,1.0
2404,0.0
2405,0.0
2406,0.0
2407,1.0
2408,0.0
2409,0.0
2410,0.0
2411,1.0
2412,0.0
2413,3.0
2414,1.0
2415,0.0
2416,0.0
2417,0.0
2418,1.0
2419,1.0
2420,0.0
2421,0.0
2422,0.0
2423,1.0
2424,0.0
2425,1.0
2426,0.0
2427,0.0
2428,0.0
2429,0.0
2430,1.0
2431,1.0
2432,1.0
2433,0.0
2434,0.0
2435,1.0
2436,0.0
2437,2.0
2438,3.0
2439,1.0
2440,0.0
2441,1.0
2442,0.0
2443,0.0
2444,1.0
2445,1.0
2446,0.0
2447,3.0
2448,0.0
2449,1.0
2450,0.0
2451,3.0
2452,1.0
2453,1.0
2454,1.0
2455,1.0
2456,2.0
2457,0.0
2458,2.0
2459,1.0
2460,1.0
2461,0.0
2462,1.0
2463,1.0
2464,1.0
2465,1.0
2466,0.0
2467,1.0
2468,0.0
2469,0.0
2470,0.0
2471,0.0
2472,1.0
2473,0.0
2474,0.0
2475,1.0
2476,0.0
2477,0.0
2478,0.0
2479,1.0
2480,0.0
2481,0.0
2482,0.0
2483,2.0
2484,0.0
2485,0.0
2486,1.0
2487,1.0
2488,1.0
2489,1.0
2490,0.0
2491,1.0
2492,1.0
2493,1.0
2494,3.0
2495,0.0
2496,0.0
2497,2.0
2498,1.0
2499,1.0
2500,1.0
2501,1.0
2502,0.0
2503,0.0
2504,1.0
2505,0.0
2506,0.0
2507,1.0
2508,0.0
2509,0.0
2510,0.0
2511,0.0
2512,1.0
2513,0.0
2514,3.0
2515,1.0
2516,1.0
2517,1.0
2518,1.0
2519,0.0
2520,0.0
2521,0.0
2522,1.0
2523,4.0
2524,1.0
2525,2.0
2526,0.0
2527,0.0
2528,1.0
2529,1.0
2530,1.0
2531,0.0
2532,0.0
2533,2.0
2534,0.0
2535,1.0
2536,0.0
2537,0.0
2538,0.0
2539,0.0
2540,0.0
2541,0.0
2542,0.0
2543,2.0
2544,0.0
2545,0.0
2546,1.0
2547,0.0
2548,0.0
2549,1.0
2550,0.0
2551,0.0
2552,1.0
2553,0.0
2554,0.0
2555,0.0
2556,0.0
2557,0.0
2558,0.0
2559,1.0
2560,0.0
2561,0.0
2562,2.0
2563,0.0
2564,1.0
2565,0.0
2566,2.0
2567,0.0
2568,0.0
2569,2.0
2570,0.0
2571,1.0
2572,0.0
2573,1.0
2574,1.0
2575,0.0
2576,0.0
2577,0.0
2578,1.0
2579,3.0
2580,3.0
2581,0.0
2582,1.0
2583,0.0
2584,1.0
2585,2.0
2586,0.0
2587,0.0
2588,2.0
2589,0.0
2590,1.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.0
2600,0.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,3.0
2606,0.0
2607,0.0
2608,1.0
2609,0.0
2610,0.0
2611,2.0
2612,0.0
2613,0.0
2614,2.0
2615,0.0
2616,0.0
2617,1.0
2618,2.0
2619,1.0
2620,0.0
2621,1.0
2622,0.0
2623,1.0
2624,0.0
2625,0.0
2626,0.0
2627,1.0
2628,0.0
2629,0.0
2630,1.0
2631,0.0
2632,1.0
2633,3.0
2634,1.0
2635,2.0
2636,1.0
2637,0.0
2638,2.0
2639,0.0
2640,1.0
2641,0.0
2642,1.0
2643,0.0
2644,0.0
2645,1.0
2646,0.0
2647,1.0
2648,1.0
2649,1.0
2650,0.0
2651,0.0
2652,0.0
2653,1.0
2654,0.0
2655,2.0
2656,0.0
2657,0.0
2658,2.0
2659,0.0
2660,1.0
2661,1.0
2662,0.0
2663,1.0
2664,1.0
2665,0.0
2666,0.0
2667,0.0
2668,0.0
2669,0.0
2670,0.0
2671,0.0
2672,0.0
2673,0.0
2674,0.0
2675,0.0
2676,0.0
2677,1.0
2678,0.0
2679,1.0
2680,1.0
2681,0.0
2682,0.0
2683,0.0
2684,1.0
2685,0.0
2686,1.0
2687,0.0
2688,0.0
2689,0.0
2690,1.0
2691,0.0
2692,0.0
2693,2.0
2694,0.0
2695,0.0
2696,2.0
2697,1.0
2698,1.0
2699,1.0
2700,1.0
2701,1.0
2702,0.0
2703,0.0
2704,0.0
2705,3.0
2706,0.0
2707,2.0
2708,0.0
2709,1.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,1.0
2716,1.0
2717,1.0
2718,1.0
2719,0.0
2720,1.0
2721,1.0
2722,3.0
2723,2.0
2724,0.0
2725,0.0
2726,1.0
2727,0.0
2728,0.0
2729,2.0
2730,2.0
2731,0.0
2732,1.0
2733,0.0
2734,1.0
2735,0.0
2736,0.0
2737,1.0
2738,0.0
2739,4.0
2740,0.0
2741,2.0
2742,0.0
2743,1.0
2744,2.0
2745,1.0
2746,0.0
2747,0.0
2748,1.0
2749,1.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,1.0
2755,1.0
2756,0.0
2757,0.0
2758,2.0
2759,0.0
2760,0.0
2761,0.0
2762,1.0
2763,1.0
2764,2.0
2765,0.0
2766,1.0
2767,0.0
2768,1.0
2769,1.0
2770,4.0
2771,2.0
2772,0.0
2773,1.0
2774,0.0
2775,0.0
2776,0.0
2777,3.0
2778,1.0
2779,0.0
2780,2.0
2781,0.0
2782,1.0
2783,1.0
2784,0.0
2785,0.0
2786,1.0
2787,1.0
2788,1.0
2789,2.0
2790,2.0
2791,1.0
2792,1.0
2793,0.0
2794,0.0
2795,1.0
2796,1.0
2797,0.0
2798,3.0
2799,1.0
2800,0.0
2801,0.0
2802,0.0
2803,1.0
2804,1.0
2805,0.0
2806,0.0
2807,0.0
2808,0.0
2809,2.0
2810,0.0
2811,1.0
2812,1.0
2813,0.0
2814,0.0
2815,0.0
2816,1.0
2817,1.0
2818,0.0
2819,0.0
2820,1.0
2821,0.0
2822,2.0
2823,0.0
2824,0.0
2825,2.0
2826,0.0
2827,1.0
2828,0.0
2829,0.0
2830,2.0
2831,1.0
2832,1.0
2833,0.0
2834,2.0
2835,1.0
2836,1.0
2837,0.0
2838,0.0
2839,0.0
2840,0.0
2841,1.0
2842,1.0
2843,0.0
2844,0.0
2845,1.0
2846,0.0
2847,2.0
2848,0.0
2849,1.0
2850,2.0
2851,1.0
2852,0.0
2853,0.0
2854,0.0
2855,1.0
2856,1.0
2857,0.0
2858,1.0
2859,0.0
2860,0.0
2861,0.0
2862,1.0
2863,2.0
2864,2.0
2865,0.0
2866,1.0
2867,0.0
2868,2.0
2869,0.0
2870,0.0
2871,1.0
2872,0.0
2873,1.0
2874,0.0
2875,2.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,1.0
2882,1.0
2883,0.0
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,0.0
2889,0.0
2890,2.0
2891,0.0
2892,0.0
2893,0.0
2894,0.0
2895,0.0
2896,0.0
2897,0.0
2898,2.0
2899,1.0
2900,1.0
2901,0.0
2902,1.0
2903,1.0
2904,0.0
2905,2.0
2906,2.0
2907,0.0
2908,1.0
2909,1.0
2910,1.0
2911,0.0
2912,1.0
2913,1.0
2914,0.0
2915,0.0
2916,0.0
2917,0.0
2918,0.0
2919,2.0
2920,0.0
2921,1.0
2922,0.0
2923,1.0
2924,0.0
2925,0.0
2926,1.0
2927,0.0
2928,0.0
2929,1.0
2930,0.0
2931,0.0
2932,1.0
2933,2.0
2934,1.0
2935,1.0
2936,0.0
2937,1.0
2938,0.0
2939,1.0
2940,1.0
2941,0.0
2942,0.0
2943,0.0
2944,0.0
2945,0.0
2946,0.0
2947,2.0
2948,2.0
2949,2.0
2950,2.0
2951,1.0
2952,0.0
2953,1.0
2954,0.0
2955,0.0
2956,0.0
2957,0.0
2958,1.0
2959,0.0
2960,0.0
2961,1.0
2962,0.0
2963,0.0
2964,1.0
2965,0.0
2966,0.0
2967,0.0
2968,0.0
2969,1.0
2970,0.0
2971,1.0
2972,0.0
2973,0.0
2974,0.0
2975,1.0
2976,1.0
2977,1.0
2978,3.0
2979,1.0
2980,0.0
2981,0.0
2982,1.0
2983,3.0
2984,1.0
2985,1.0
2986,0.0
2987,1.0
2988,0.0
2989,1.0
2990,1.0
2991,1.0
2992,0.0
2993,0.0
2994,0.0
2995,0.0
2996,0.0
2997,0.0
2998,1.0
2999,0.0
3000,2.0
3001,0.0
3002,0.0
3003,0.0
3004,1.0
3005,0.0
3006,1.0
3007,1.0
3008,0.0
3009,1.0
3010,0.0
3011,2.0
3012,0.0
3013,0.0
3014,0.0
3015,0.0
3016,0.0
3017,0.0
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,0.0
3028,0.0
3029,0.0
3030,0.0
3031,1.0
3032,0.0
3033,1.0
3034,0.0
3035,1.0
3036,0.0
3037,1.0
3038,0.0
3039,1.0
3040,2.0
3041,2.0
3042,1.0
3043,4.0
3044,0.0
3045,0.0
3046,1.0
3047,0.0
3048,0.0
3049,2.0
3050,1.0
3051,0.0
3052,0.0
3053,0.0
3054,1.0
3055,0.0
3056,1.0
3057,1.0
3058,0.0
3059,0.0
3060,2.0
3061,0.0
3062,1.0
3063,0.0
3064,0.0
3065,0.0
3066,0.0
3067,0.0
3068,4.0
3069,3.0
3070,0.0
3071,0.0
3072,1.0
3073,0.0
3074,0.0
3075,0.0
3076,3.0
3077,2.0
3078,0.0
3079,0.0
3080,0.0
3081,2.0
3082,2.0
3083,0.0
3084,0.0
3085,1.0
3086,0.0
3087,1.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,0.0
3093,1.0
3094,0.0
3095,0.0
3096,1.0
3097,4.0
3098,0.0
3099,0.0
3100,1.0
3101,1.0
3102,0.0
3103,2.0
3104,2.0
3105,0.0
3106,0.0
3107,0.0
3108,0.0
3109,0.0
3110,2.0
3111,1.0
3112,1.0
3113,3.0
3114,0.0
3115,0.0
3116,1.0
3117,0.0
3118,1.0
3119,1.0
3120,0.0
3121,1.0
3122,0.0
3123,1.0
3124,0.0
3125,0.0
3126,0.0
3127,0.0
3128,0.0
3129,0.0
3130,1.0
3131,0.0
3132,0.0
3133,2.0
3134,2.0
3135,0.0
3136,0.0
3137,0.0
3138,1.0
3139,0.0
3140,0.0
3141,0.0
3142,0.0
3143,1.0
3144,0.0
3145,0.0
3146,1.0
3147,0.0
3148,0.0
3149,0.0
3150,1.0
3151,0.0
3152,0.0
3153,0.0
3154,1.0
3155,0.0
3156,0.0
3157,0.0
3158,0.0
3159,0.0
3160,0.0
3161,1.0
3162,1.0
3163,1.0
3164,0.0
3165,0.0
3166,1.0
3167,3.0
3168,0.0
3169,0.0
3170,2.0
3171,0.0
3172,1.0
3173,1.0
3174,1.0
3175,0.0
3176,0.0
3177,1.0
3178,0.0
3179,0.0
3180,1.0
3181,1.0
3182,0.0
3183,0.0
3184,1.0
3185,1.0
3186,2.0
3187,0.0
3188,0.0
3189,1.0
3190,1.0
3191,2.0
3192,0.0
3193,1.0
3194,0.0
3195,1.0
3196,1.0
3197,0.0
3198,0.0
3199,1.0
3200,3.0
3201,0.0
3202,0.0
3203,0.0
3204,1.0
3205,0.0
3206,1.0
3207,0.0
3208,0.0
3209,0.0
3210,1.0
3211,1.0
3212,1.0
3213,1.0
3214,0.0
3215,2.0
3216,2.0
3217,1.0
3218,0.0
3219,0.0
3220,0.0
3221,1.0
3222,1.0
3223,0.0
3224,1.0
3225,0.0
3226,1.0
3227,0.0
3228,0.0
3229,1.0
3230,1.0
3231,0.0
3232,0.0
3233,1.0
3234,0.0
3235,1.0
3236,1.0
3237,1.0
3238,0.0
3239,0.0
3240,0.0
3241,0.0
3242,0.0
3243,0.0
3244,0.0
3245,1.0
3246,0.0
3247,0.0
3248,1.0
3249,1.0
3250,0.0
3251,0.0
3252,0.0
3253,0.0
3254,1.0
3255,1.0
3256,0.0
3257,1.0
3258,1.0
3259,0.0
3260,0.0
3261,0.0
3262,0.0
3263,2.0
3264,1.0
3265,3.0
3266,0.0
3267,1.0
3268,1.0
3269,0.0
3270,0.0
3271,1.0
3272,0.0
3273,1.0
3274,1.0
3275,2.0
3276,1.0
3277,1.0
3278,0.0
3279,0.0
3280,1.0
3281,2.0
3282,1.0
3283,1.0
3284,0.0
3285,2.0
3286,0.0
3287,0.0
3288,0.0
3289,2.0
3290,0.0
3291,0.0
3292,0.0
3293,1.0
3294,1.0
3295,1.0
3296,2.0
3297,0.0
3298,1.0
3299,1.0
3300,0.0
3301,3.0
3302,0.0
3303,0.0
3304,0.0
3305,0.0
3306,1.0
3307,1.0
3308,1.0
3309,1.0
3310,0.0
3311,1.0
3312,2.0
3313,0.0
3314,1.0
3315,0.0
3316,0.0
3317,1.0
3318,0.0
3319,1.0
3320,0.0
3321,1.0
3322,1.0
3323,0.0
3324,0.0
3325,0.0
3326,3.0
3327,0.0
3328,0.0
3329,0.0
3330,1.0
3331,0.0
3332,0.0
3333,1.0
3334,0.0
3335,1.0
3336,0.0
3337,0.0
3338,1.0
3339,2.0
3340,3.0
3341,0.0
3342,2.0
3343,1.0
3344,0.0
3345,1.0
3346,1.0
3347,2.0
3348,2.0
3349,0.0
3350,1.0
3351,0.0
3352,0.0
3353,1.0
3354,0.0
3355,2.0
3356,2.0
3357,1.0
3358,0.0
3359,1.0
3360,0.0
3361,1.0
3362,1.0
3363,1.0
3364,2.0
3365,1.0
3366,0.0
3367,2.0
3368,0.0
3369,1.0
3370,0.0
3371,0.0
3372,1.0
3373,0.0
3374,0.0
3375,2.0
3376,0.0
3377,1.0
3378,1.0
3379,0.0
3380,0.0
3381,1.0
3382,1.0
3383,0.0
3384,0.0
3385,1.0
3386,2.0
3387,0.0
3388,2.0
3389,0.0
3390,1.0
3391,1.0
3392,0.0
3393,0.0
3394,2.0
3395,0.0
3396,0.0
3397,0.0
3398,1.0
3399,0.0
3400,2.0
3401,0.0
3402,1.0
3403,1.0
3404,1.0
3405,1.0
3406,1.0
3407,1.0
3408,2.0
3409,0.0
3410,0.0
3411,0.0
3412,0.0
3413,0.0
3414,1.0
3415,2.0
3416,2.0
3417,0.0
3418,0.0
3419,0.0
3420,2.0
3421,3.0
3422,3.0
3423,0.0
3424,1.0
3425,1.0
3426,2.0
3427,0.0
3428,0.0
3429,0.0
3430,1.0
3431,0.0
3432,0.0
3433,0.0
3434,0.0
3435,0.0
3436,1.0
3437,2.0
3438,1.0
3439,1.0
3440,1.0
3441,0.0
3442,0.0
3443,1.0
3444,1.0
3445,0.0
3446,3.0
3447,1.0
3448,0.0
3449,0.0
3450,0.0
3451,0.0
3452,0.0
3453,0.0
3454,0.0
3455,1.0
3456,0.0
3457,0.0
3458,4.0
3459,0.0
3460,1.0
3461,0.0
3462,1.0
3463,2.0
3464,0.0
3465,0.0
3466,1.0
3467,5.0
3468,0.0
3469,2.0
3470,0.0
3471,0.0
3472,0.0
3473,1.0
3474,2.0
3475,0.0
3476,1.0
3477,1.0
3478,2.0
3479,0.0
3480,0.0
3481,2.0
3482,1.0
3483,1.0
3484,0.0
3485,0.0
3486,0.0
3487,0.0
3488,1.0
3489,4.0
3490,0.0
3491,0.0
3492,0.0
3493,0.0
3494,0.0
3495,0.0
3496,1.0
3497,1.0
3498,0.0
3499,0.0
3500,1.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,1.0
3506,0.0
3507,2.0
3508,1.0
3509,2.0
3510,1.0
3511,0.0
3512,0.0
3513,2.0
3514,1.0
3515,0.0
3516,0.0
3517,1.0
3518,1.0
3519,1.0
3520,1.0
3521,0.0
3522,1.0
3523,0.0
3524,0.0
3525,1.0
3526,1.0
3527,1.0
3528,2.0
3529,1.0
3530,1.0
3531,3.0
3532,0.0
3533,0.0
3534,1.0
3535,0.0
3536,0.0
3537,3.0
3538,1.0
3539,1.0
3540,0.0
3541,0.0
3542,0.0
3543,0.0
3544,0.0
3545,0.0
3546,1.0
3547,1.0
3548,0.0
3549,1.0
3550,2.0
3551,0.0
3552,0.0
3553,0.0
3554,2.0
3555,0.0
3556,1.0
3557,1.0
3558,1.0
3559,1.0
3560,0.0
3561,1.0
3562,0.0
3563,0.0
3564,0.0
3565,2.0
3566,0.0
3567,0.0
3568,1.0
3569,1.0
3570,0.0
3571,0.0
3572,1.0
3573,1.0
3574,0.0
3575,1.0
3576,1.0
3577,1.0
3578,0.0
3579,0.0
3580,2.0
3581,0.0
3582,0.0
3583,0.0
3584,1.0
3585,1.0
3586,0.0
3587,1.0
3588,3.0
3589,0.0
3590,1.0
3591,0.0
3592,1.0
3593,1.0
3594,0.0
3595,0.0
3596,0.0
3597,1.0
3598,0.0
3599,0.0
3600,2.0
3601,1.0
3602,1.0
3603,0.0
3604,0.0
3605,1.0
3606,1.0
3607,1.0
3608,0.0
3609,1.0
3610,0.0
3611,0.0
3612,1.0
3613,0.0
3614,2.0
3615,2.0
3616,0.0
3617,0.0
3618,1.0
3619,0.0
3620,1.0
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,1.0
3626,0.0
3627,1.0
3628,0.0
3629,0.0
3630,1.0
3631,0.0
3632,1.0
3633,0.0
3634,1.0
3635,0.0
3636,2.0
3637,0.0
3638,1.0
3639,0.0
3640,1.0
3641,0.0
3642,1.0
3643,2.0
3644,0.0
3645,1.0
3646,2.0
3647,0.0
3648,1.0
3649,1.0
3650,1.0
3651,0.0
3652,0.0
3653,1.0
3654,0.0
3655,1.0
3656,2.0
3657,0.0
3658,2.0
3659,0.0
3660,0.0
3661,0.0
3662,0.0
3663,0.0
3664,0.0
3665,0.0
3666,1.0
3667,0.0
3668,1.0
3669,1.0
3670,0.0
3671,1.0
3672,0.0
3673,1.0
3674,1.0
3675,2.0
3676,2.0
3677,0.0
3678,1.0
3679,0.0
3680,1.0
3681,2.0
3682,1.0
3683,1.0
3684,0.0
3685,1.0
3686,1.0
3687,2.0
3688,3.0
3689,0.0
3690,0.0
3691,1.0
3692,1.0
3693,0.0
3694,0.0
3695,0.0
3696,0.0
3697,0.0
3698,0.0
3699,1.0
3700,1.0
3701,1.0
3702,2.0
3703,1.0
3704,0.0
3705,0.0
3706,0.0
3707,1.0
3708,0.0
3709,0.0
3710,1.0
3711,0.0
3712,0.0
3713,1.0
3714,0.0
3715,1.0
3716,1.0
3717,0.0
3718,0.0
3719,1.0
3720,1.0
3721,0.0
3722,0.0
3723,0.0
3724,0.0
3725,1.0
3726,0.0
3727,1.0
3728,2.0
3729,1.0
3730,2.0
3731,1.0
3732,0.0
3733,0.0
3734,1.0
3735,1.0
3736,1.0
3737,0.0
3738,1.0
3739,1.0
3740,1.0
3741,0.0
3742,0.0
3743,0.0
3744,1.0
3745,1.0
3746,1.0
3747,0.0
3748,1.0
3749,2.0
3750,0.0
3751,0.0
3752,0.0
3753,1.0
3754,3.0
3755,1.0
3756,0.0
3757,0.0
3758,0.0
3759,1.0
3760,1.0
3761,0.0
3762,2.0
3763,0.0
3764,0.0
3765,1.0
3766,1.0
3767,0.0
3768,1.0
3769,1.0
3770,0.0
3771,0.0
3772,4.0
3773,0.0
3774,1.0
3775,0.0
3776,2.0
3777,1.0
3778,0.0
3779,0.0
3780,0.0
3781,1.0
3782,0.0
3783,0.0
3784,0.0
3785,0.0
3786,0.0
3787,0.0
3788,1.0
3789,1.0
3790,1.0
3791,0.0
3792,0.0
3793,0.0
3794,0.0
3795,2.0
3796,1.0
3797,1.0
3798,1.0
3799,0.0
3800,0.0
3801,0.0
3802,1.0
3803,0.0
3804,2.0
3805,1.0
3806,2.0
3807,0.0
3808,0.0
3809,0.0
3810,0.0
3811,0.0
3812,0.0
3813,1.0
3814,1.0
3815,3.0
3816,1.0
3817,0.0
3818,0.0
3819,0.0
3820,0.0
3821,0.0
3822,0.0
3823,3.0
3824,0.0
3825,0.0
3826,0.0
3827,2.0
3828,1.0
3829,0.0
3830,0.0
3831,0.0
3832,0.0
3833,0.0
3834,0.0
3835,1.0
3836,0.0
3837,0.0
3838,3.0
3839,1.0
3840,1.0
3841,0.0
3842,1.0
3843,1.0
3844,0.0
3845,0.0
3846,0.0
3847,0.0
3848,0.0
3849,0.0
3850,1.0
3851,0.0
3852,1.0
3853,1.0
3854,1.0
3855,0.0
3856,0.0
3857,0.0
3858,0.0
3859,0.0
3860,1.0
3861,0.0
3862,1.0
3863,1.0
3864,1.0
3865,0.0
3866,0.0
3867,2.0
3868,1.0
3869,0.0
3870,0.0
3871,2.0
3872,0.0
3873,0.0
3874,0.0
3875,1.0
3876,2.0
3877,1.0
3878,0.0
3879,0.0
3880,0.0
3881,0.0
3882,1.0
3883,0.0
3884,2.0
3885,1.0
3886,0.0
3887,1.0
3888,0.0
3889,0.0
3890,2.0
3891,2.0
3892,0.0
3893,2.0
3894,1.0
3895,2.0
3896,0.0
3897,0.0
3898,0.0
3899,0.0
3900,0.0
3901,0.0
3902,0.0
3903,0.0
3904,2.0
3905,1.0
3906,3.0
3907,2.0
3908,0.0
3909,1.0
3910,0.0
3911,1.0
3912,0.0
3913,1.0
3914,0.0
3915,2.0
3916,1.0
3917,0.0
3918,2.0
3919,0.0
3920,1.0
3921,0.0
3922,0.0
3923,2.0
3924,0.0
3925,1.0
3926,2.0
3927,0.0
3928,2.0
3929,0.0
3930,1.0
3931,0.0
3932,0.0
3933,1.0
3934,2.0
3935,0.0
3936,0.0
3937,0.0
3938,1.0
3939,0.0
3940,0.0
3941,2.0
3942,0.0
3943,1.0
3944,1.0
3945,2.0
3946,0.0
3947,0.0
3948,1.0
3949,2.0
3950,2.0
3951,2.0
3952,1.0
3953,0.0
3954,0.0
3955,2.0
3956,0.0
3957,0.0
3958,1.0
3959,0.0
3960,1.0
3961,0.0
3962,0.0
3963,1.0
3964,0.0
3965,0.0
3966,0.0
3967,0.0
3968,0.0
3969,1.0
3970,0.0
3971,0.0
3972,0.0
3973,0.0
3974,0.0
3975,3.0
3976,0.0
3977,1.0
3978,1.0
3979,1.0
3980,2.0
3981,1.0
3982,2.0
3983,0.0
3984,2.0
3985,2.0
3986,2.0
3987,0.0
3988,2.0
3989,1.0
3990,1.0
3991,0.0
3992,0.0
3993,0.0
3994,0.0
3995,1.0
3996,0.0
3997,2.0
3998,3.0
3999,1.0
4000,1.0
4001,0.0
4002,0.0
4003,0.0
4004,0.0
4005,0.0
4006,0.0
4007,2.0
4008,2.0
4009,0.0
4010,1.0
4011,1.0
4012,0.0
4013,0.0
4014,1.0
4015,0.0
4016,2.0
4017,0.0
4018,0.0
4019,0.0
4020,0.0
4021,1.0
4022,1.0
4023,0.0
4024,0.0
4025,0.0
4026,0.0
4027,1.0
4028,0.0
4029,1.0
4030,1.0
4031,1.0
4032,1.0
4033,0.0
4034,0.0
4035,0.0
4036,0.0
4037,1.0
4038,0.0
4039,1.0
4040,0.0
4041,1.0
4042,0.0
4043,0.0
4044,0.0
4045,2.0
4046,0.0
4047,1.0
4048,1.0
4049,1.0
4050,0.0
4051,0.0
4052,0.0
4053,1.0
4054,0.0
4055,4.0
4056,0.0
4057,0.0
4058,0.0
4059,0.0
4060,0.0
4061,1.0
4062,1.0
4063,0.0
4064,1.0
4065,0.0
4066,1.0
4067,1.0
4068,0.0
4069,3.0
4070,0.0
4071,0.0
4072,0.0
4073,0.0
4074,1.0
4075,0.0
4076,1.0
4077,1.0
4078,0.0
4079,0.0
4080,0.0
4081,1.0
4082,0.0
4083,1.0
4084,1.0
4085,0.0
4086,0.0
4087,2.0
4088,1.0
4089,1.0
4090,1.0
4091,0.0
4092,1.0
4093,0.0
4094,0.0
4095,0.0
4096,0.0
4097,0.0
4098,0.0
4099,1.0
4100,1.0
4101,2.0
4102,4.0
4103,0.0
4104,0.0
4105,1.0
4106,3.0
4107,1.0
4108,0.0
4109,3.0
4110,0.0
4111,2.0
4112,1.0
4113,1.0
4114,0.0
4115,0.0
4116,0.0
4117,2.0
4118,1.0
4119,2.0
4120,0.0
4121,0.0
4122,1.0
4123,1.0
4124,0.0
4125,1.0
4126,0.0
4127,0.0
4128,2.0
4129,0.0
4130,2.0
4131,0.0
4132,3.0
4133,0.0
4134,0.0
4135,0.0
4136,0.0
4137,1.0
4138,2.0
